product_id,product_type,apr,risk_level,annual_fee,min_income_required,description
1654,installment_loan,0.1249456801014202,3,50,40000,"Installment loan with approximately 12.5% APR and annual fee 50 USD, suitable for medium to large purchases."
1655,savings_account,0.0221396776221873,1,100,20000,"Savings account offering about 2.21% interest rate, ideal for low-risk savings and emergency funds."
1656,installment_loan,0.162935950865989,3,0,40000,"Installment loan with approximately 16.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1657,savings_account,0.0121735338409147,1,25,60000,"Savings account offering about 1.22% interest rate, ideal for low-risk savings and emergency funds."
1658,savings_account,0.0180845408694758,1,0,40000,"Savings account offering about 1.81% interest rate, ideal for low-risk savings and emergency funds."
1659,savings_account,0.0354081683721125,1,0,40000,"Savings account offering about 3.54% interest rate, ideal for low-risk savings and emergency funds."
1660,savings_account,0.0219405121723464,1,0,20000,"Savings account offering about 2.19% interest rate, ideal for low-risk savings and emergency funds."
1661,credit_card,0.1947249054397901,4,0,40000,"Credit card product with around 19.5% APR and annual fee 0 USD, designed for everyday spending."
1662,installment_loan,0.1261049021993414,3,50,60000,"Installment loan with approximately 12.6% APR and annual fee 50 USD, suitable for medium to large purchases."
1663,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1664,installment_loan,0.157270784369997,3,0,40000,"Installment loan with approximately 15.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1665,savings_account,0.0279560148746285,1,0,60000,"Savings account offering about 2.80% interest rate, ideal for low-risk savings and emergency funds."
1666,installment_loan,0.1612836008056213,3,50,80000,"Installment loan with approximately 16.1% APR and annual fee 50 USD, suitable for medium to large purchases."
1667,installment_loan,0.1549352484751456,3,50,60000,"Installment loan with approximately 15.5% APR and annual fee 50 USD, suitable for medium to large purchases."
1668,insurance,0.0092006479505637,2,50,80000,Insurance policy product providing financial protection against unexpected events.
1669,credit_card,0.2174851351586674,4,0,60000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1670,insurance,0.0,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1671,installment_loan,0.152759692607806,3,0,80000,"Installment loan with approximately 15.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1672,credit_card,0.1936358691523306,4,0,20000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
1673,installment_loan,0.1592086327876662,3,0,80000,"Installment loan with approximately 15.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1674,savings_account,0.0256664558730765,1,0,80000,"Savings account offering about 2.57% interest rate, ideal for low-risk savings and emergency funds."
1675,installment_loan,0.1456124969619727,3,0,60000,"Installment loan with approximately 14.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1676,installment_loan,0.1437713669871229,3,50,40000,"Installment loan with approximately 14.4% APR and annual fee 50 USD, suitable for medium to large purchases."
1677,credit_card,0.2138849755316063,4,50,60000,"Credit card product with around 21.4% APR and annual fee 50 USD, designed for everyday spending."
1678,installment_loan,0.1496167500913851,3,0,80000,"Installment loan with approximately 15.0% APR and annual fee 0 USD, suitable for medium to large purchases."
1679,installment_loan,0.1539712338189346,3,0,40000,"Installment loan with approximately 15.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1680,credit_card,0.2015309034095159,4,25,80000,"Credit card product with around 20.2% APR and annual fee 25 USD, designed for everyday spending."
1681,installment_loan,0.1559957203074773,3,0,80000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1682,installment_loan,0.1506375265397984,3,0,60000,"Installment loan with approximately 15.1% APR and annual fee 0 USD, suitable for medium to large purchases."
1683,insurance,0.0,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1684,insurance,0.0,2,50,20000,Insurance policy product providing financial protection against unexpected events.
1685,credit_card,0.2000954439080028,4,25,20000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
1686,installment_loan,0.1514910371340108,3,50,40000,"Installment loan with approximately 15.1% APR and annual fee 50 USD, suitable for medium to large purchases."
1687,insurance,0.0,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1688,installment_loan,0.1565364404268388,3,0,80000,"Installment loan with approximately 15.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1689,savings_account,0.0180304411647232,1,50,60000,"Savings account offering about 1.80% interest rate, ideal for low-risk savings and emergency funds."
1690,savings_account,0.0,1,50,20000,"Savings account offering about -2.10% interest rate, ideal for low-risk savings and emergency funds."
1691,installment_loan,0.1551677003602499,3,25,20000,"Installment loan with approximately 15.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1692,installment_loan,0.1567339597173674,3,25,40000,"Installment loan with approximately 15.7% APR and annual fee 25 USD, suitable for medium to large purchases."
1693,installment_loan,0.1584140126025011,3,100,40000,"Installment loan with approximately 15.8% APR and annual fee 100 USD, suitable for medium to large purchases."
1694,savings_account,0.0369287514044627,1,50,20000,"Savings account offering about 3.69% interest rate, ideal for low-risk savings and emergency funds."
1695,savings_account,0.0350583493458609,1,0,40000,"Savings account offering about 3.51% interest rate, ideal for low-risk savings and emergency funds."
1696,credit_card,0.205987476381153,4,50,40000,"Credit card product with around 20.6% APR and annual fee 50 USD, designed for everyday spending."
1697,credit_card,0.2090182404472717,4,0,60000,"Credit card product with around 20.9% APR and annual fee 0 USD, designed for everyday spending."
1698,insurance,0.0051666682261668,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1699,savings_account,0.0180594214781935,1,25,20000,"Savings account offering about 1.81% interest rate, ideal for low-risk savings and emergency funds."
1700,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1701,savings_account,0.0,1,0,20000,"Savings account offering about -0.87% interest rate, ideal for low-risk savings and emergency funds."
1702,savings_account,0.00781486517202,1,50,60000,"Savings account offering about 0.78% interest rate, ideal for low-risk savings and emergency funds."
1703,insurance,0.0164796166522688,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1704,credit_card,0.2015837182570554,4,0,20000,"Credit card product with around 20.2% APR and annual fee 0 USD, designed for everyday spending."
1705,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1706,savings_account,0.0207953390962177,1,25,60000,"Savings account offering about 2.08% interest rate, ideal for low-risk savings and emergency funds."
1707,savings_account,0.0233568989690617,1,0,20000,"Savings account offering about 2.34% interest rate, ideal for low-risk savings and emergency funds."
1708,credit_card,0.211694009937554,4,0,60000,"Credit card product with around 21.2% APR and annual fee 0 USD, designed for everyday spending."
1709,insurance,0.0033378872682254,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1710,insurance,0.0017302600014009,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1711,savings_account,0.0263018117502957,1,50,60000,"Savings account offering about 2.63% interest rate, ideal for low-risk savings and emergency funds."
1712,savings_account,0.0043126477631256,1,0,40000,"Savings account offering about 0.43% interest rate, ideal for low-risk savings and emergency funds."
1713,savings_account,0.0111482341711884,1,50,20000,"Savings account offering about 1.11% interest rate, ideal for low-risk savings and emergency funds."
1714,installment_loan,0.1517958811256788,3,50,40000,"Installment loan with approximately 15.2% APR and annual fee 50 USD, suitable for medium to large purchases."
1715,savings_account,0.033232091641683,1,0,60000,"Savings account offering about 3.32% interest rate, ideal for low-risk savings and emergency funds."
1716,insurance,0.0,2,50,40000,Insurance policy product providing financial protection against unexpected events.
1717,savings_account,0.0101126391727304,1,50,20000,"Savings account offering about 1.01% interest rate, ideal for low-risk savings and emergency funds."
1718,savings_account,0.0147586392480462,1,0,60000,"Savings account offering about 1.48% interest rate, ideal for low-risk savings and emergency funds."
1719,credit_card,0.2069994091270528,4,0,80000,"Credit card product with around 20.7% APR and annual fee 0 USD, designed for everyday spending."
1720,installment_loan,0.1515902137703354,3,0,60000,"Installment loan with approximately 15.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1721,savings_account,0.0149117155546004,1,0,80000,"Savings account offering about 1.49% interest rate, ideal for low-risk savings and emergency funds."
1722,credit_card,0.2045559318676857,4,0,60000,"Credit card product with around 20.5% APR and annual fee 0 USD, designed for everyday spending."
1723,credit_card,0.1970671911910327,4,0,80000,"Credit card product with around 19.7% APR and annual fee 0 USD, designed for everyday spending."
1724,installment_loan,0.1392411090855386,3,0,60000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1725,insurance,0.0011686693376869,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1726,installment_loan,0.1390727053177231,3,0,80000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1727,installment_loan,0.1608373436957502,3,25,80000,"Installment loan with approximately 16.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1728,savings_account,0.0139177490791107,1,0,20000,"Savings account offering about 1.39% interest rate, ideal for low-risk savings and emergency funds."
1729,installment_loan,0.1558216940106658,3,0,80000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1730,installment_loan,0.1568562882653487,3,0,80000,"Installment loan with approximately 15.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1731,insurance,0.0071737255543988,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1732,insurance,0.0,2,100,40000,Insurance policy product providing financial protection against unexpected events.
1733,installment_loan,0.1470337291002613,3,0,80000,"Installment loan with approximately 14.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1734,installment_loan,0.1398805964871304,3,0,80000,"Installment loan with approximately 14.0% APR and annual fee 0 USD, suitable for medium to large purchases."
1735,insurance,0.0,2,100,80000,Insurance policy product providing financial protection against unexpected events.
1736,credit_card,0.1862574020560654,4,0,60000,"Credit card product with around 18.6% APR and annual fee 0 USD, designed for everyday spending."
1737,credit_card,0.1810916514932167,4,0,20000,"Credit card product with around 18.1% APR and annual fee 0 USD, designed for everyday spending."
1738,credit_card,0.2057937867476627,4,25,80000,"Credit card product with around 20.6% APR and annual fee 25 USD, designed for everyday spending."
1739,credit_card,0.2167481987222303,4,0,40000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1740,savings_account,0.0136542928579479,1,25,80000,"Savings account offering about 1.37% interest rate, ideal for low-risk savings and emergency funds."
1741,credit_card,0.1988940185479045,4,25,80000,"Credit card product with around 19.9% APR and annual fee 25 USD, designed for everyday spending."
1742,insurance,0.0021596168462768,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1743,installment_loan,0.1519476326570753,3,0,40000,"Installment loan with approximately 15.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1744,savings_account,0.0130832359465686,1,50,80000,"Savings account offering about 1.31% interest rate, ideal for low-risk savings and emergency funds."
1745,savings_account,0.0166817555373043,1,0,20000,"Savings account offering about 1.67% interest rate, ideal for low-risk savings and emergency funds."
1746,savings_account,0.034121202923081,1,0,80000,"Savings account offering about 3.41% interest rate, ideal for low-risk savings and emergency funds."
1747,installment_loan,0.1440581492757275,3,0,20000,"Installment loan with approximately 14.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1748,insurance,0.0097805274759419,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1749,savings_account,0.031445235700926,1,0,40000,"Savings account offering about 3.14% interest rate, ideal for low-risk savings and emergency funds."
1750,installment_loan,0.1447162029576746,3,25,40000,"Installment loan with approximately 14.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1751,credit_card,0.1919261376435593,4,0,40000,"Credit card product with around 19.2% APR and annual fee 0 USD, designed for everyday spending."
1752,credit_card,0.196711670719969,4,0,40000,"Credit card product with around 19.7% APR and annual fee 0 USD, designed for everyday spending."
1753,credit_card,0.2014290732670809,4,0,40000,"Credit card product with around 20.1% APR and annual fee 0 USD, designed for everyday spending."
1754,installment_loan,0.1456330403214807,3,25,40000,"Installment loan with approximately 14.6% APR and annual fee 25 USD, suitable for medium to large purchases."
1755,savings_account,0.0205783092752224,1,0,40000,"Savings account offering about 2.06% interest rate, ideal for low-risk savings and emergency funds."
1756,savings_account,0.0260720917542519,1,0,80000,"Savings account offering about 2.61% interest rate, ideal for low-risk savings and emergency funds."
1757,installment_loan,0.1411414632811886,3,0,60000,"Installment loan with approximately 14.1% APR and annual fee 0 USD, suitable for medium to large purchases."
1758,installment_loan,0.1532362315985435,3,100,40000,"Installment loan with approximately 15.3% APR and annual fee 100 USD, suitable for medium to large purchases."
1759,savings_account,0.0208796458159221,1,0,80000,"Savings account offering about 2.09% interest rate, ideal for low-risk savings and emergency funds."
1760,installment_loan,0.1431923195433171,3,50,20000,"Installment loan with approximately 14.3% APR and annual fee 50 USD, suitable for medium to large purchases."
1761,savings_account,0.0,1,0,80000,"Savings account offering about -0.41% interest rate, ideal for low-risk savings and emergency funds."
1762,installment_loan,0.1473211885265492,3,0,60000,"Installment loan with approximately 14.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1763,insurance,0.004226590533679,2,0,20000,Insurance policy product providing financial protection against unexpected events.
1764,installment_loan,0.1453255600158322,3,0,20000,"Installment loan with approximately 14.5% APR and annual fee 0 USD, suitable for medium to large purchases."
1765,installment_loan,0.1428885801535946,3,0,80000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1766,insurance,0.0019463963351906,2,25,80000,Insurance policy product providing financial protection against unexpected events.
1767,installment_loan,0.1566003281187934,3,50,20000,"Installment loan with approximately 15.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1768,credit_card,0.1875098464394752,4,0,60000,"Credit card product with around 18.8% APR and annual fee 0 USD, designed for everyday spending."
1769,savings_account,0.0182453600355882,1,0,20000,"Savings account offering about 1.82% interest rate, ideal for low-risk savings and emergency funds."
1770,credit_card,0.1980203557230378,4,0,60000,"Credit card product with around 19.8% APR and annual fee 0 USD, designed for everyday spending."
1771,savings_account,0.0436872907771752,1,50,40000,"Savings account offering about 4.37% interest rate, ideal for low-risk savings and emergency funds."
1772,savings_account,0.0100264783517716,1,0,40000,"Savings account offering about 1.00% interest rate, ideal for low-risk savings and emergency funds."
1773,credit_card,0.204334671883729,4,0,40000,"Credit card product with around 20.4% APR and annual fee 0 USD, designed for everyday spending."
1774,installment_loan,0.1426632671565973,3,0,80000,"Installment loan with approximately 14.3% APR and annual fee 0 USD, suitable for medium to large purchases."
1775,insurance,0.0,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1776,installment_loan,0.170285439226695,3,50,20000,"Installment loan with approximately 17.0% APR and annual fee 50 USD, suitable for medium to large purchases."
1777,insurance,0.0016500285554361,2,0,40000,Insurance policy product providing financial protection against unexpected events.
1778,credit_card,0.2088246011362357,4,0,20000,"Credit card product with around 20.9% APR and annual fee 0 USD, designed for everyday spending."
1779,credit_card,0.2227237453249623,4,0,80000,"Credit card product with around 22.3% APR and annual fee 0 USD, designed for everyday spending."
1780,installment_loan,0.1485484158133395,3,0,40000,"Installment loan with approximately 14.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1781,credit_card,0.1988463820633022,4,0,60000,"Credit card product with around 19.9% APR and annual fee 0 USD, designed for everyday spending."
1782,installment_loan,0.1346647516822032,3,25,40000,"Installment loan with approximately 13.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1783,credit_card,0.220055480355979,4,0,40000,"Credit card product with around 22.0% APR and annual fee 0 USD, designed for everyday spending."
1784,credit_card,0.2004416805811243,4,25,40000,"Credit card product with around 20.0% APR and annual fee 25 USD, designed for everyday spending."
1785,installment_loan,0.1475427824185475,3,50,80000,"Installment loan with approximately 14.8% APR and annual fee 50 USD, suitable for medium to large purchases."
1786,savings_account,0.0262458374046076,1,0,20000,"Savings account offering about 2.62% interest rate, ideal for low-risk savings and emergency funds."
1787,savings_account,6.950625328663515e-05,1,0,40000,"Savings account offering about 0.01% interest rate, ideal for low-risk savings and emergency funds."
1788,credit_card,0.1911353252222211,4,25,60000,"Credit card product with around 19.1% APR and annual fee 25 USD, designed for everyday spending."
1789,installment_loan,0.1566122636329208,3,0,80000,"Installment loan with approximately 15.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1790,installment_loan,0.1666009581165334,3,0,60000,"Installment loan with approximately 16.7% APR and annual fee 0 USD, suitable for medium to large purchases."
1791,insurance,0.0125140577353743,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1792,insurance,0.0,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1793,credit_card,0.2208657916831018,4,0,20000,"Credit card product with around 22.1% APR and annual fee 0 USD, designed for everyday spending."
1794,credit_card,0.1913824718320415,4,0,80000,"Credit card product with around 19.1% APR and annual fee 0 USD, designed for everyday spending."
1795,installment_loan,0.1446967140630584,3,25,80000,"Installment loan with approximately 14.5% APR and annual fee 25 USD, suitable for medium to large purchases."
1796,savings_account,0.0199317576104589,1,100,80000,"Savings account offering about 1.99% interest rate, ideal for low-risk savings and emergency funds."
1797,credit_card,0.1958461657652805,4,0,20000,"Credit card product with around 19.6% APR and annual fee 0 USD, designed for everyday spending."
1798,savings_account,0.0272081742328932,1,0,80000,"Savings account offering about 2.72% interest rate, ideal for low-risk savings and emergency funds."
1799,savings_account,0.0172862424333801,1,100,80000,"Savings account offering about 1.73% interest rate, ideal for low-risk savings and emergency funds."
1800,credit_card,0.2104203843714779,4,25,40000,"Credit card product with around 21.0% APR and annual fee 25 USD, designed for everyday spending."
1801,credit_card,0.2075077868495844,4,50,80000,"Credit card product with around 20.8% APR and annual fee 50 USD, designed for everyday spending."
1802,installment_loan,0.1561064178423495,3,0,20000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1803,savings_account,0.0249806004781599,1,25,40000,"Savings account offering about 2.50% interest rate, ideal for low-risk savings and emergency funds."
1804,credit_card,0.2133344309242049,4,25,40000,"Credit card product with around 21.3% APR and annual fee 25 USD, designed for everyday spending."
1805,insurance,9.120929032679852e-05,2,25,60000,Insurance policy product providing financial protection against unexpected events.
1806,savings_account,0.0279724755513124,1,0,20000,"Savings account offering about 2.80% interest rate, ideal for low-risk savings and emergency funds."
1807,credit_card,0.1843198737155537,4,0,20000,"Credit card product with around 18.4% APR and annual fee 0 USD, designed for everyday spending."
1808,insurance,0.003612278123035,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1809,credit_card,0.2165891828483467,4,0,20000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1810,savings_account,0.0262866321912822,1,0,60000,"Savings account offering about 2.63% interest rate, ideal for low-risk savings and emergency funds."
1811,savings_account,0.0004858944014367,1,0,40000,"Savings account offering about 0.05% interest rate, ideal for low-risk savings and emergency funds."
1812,savings_account,0.0182716483945809,1,0,80000,"Savings account offering about 1.83% interest rate, ideal for low-risk savings and emergency funds."
1813,installment_loan,0.1623324416301587,3,0,60000,"Installment loan with approximately 16.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1814,insurance,0.0,2,50,40000,Insurance policy product providing financial protection against unexpected events.
1815,installment_loan,0.1560105090101286,3,0,60000,"Installment loan with approximately 15.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1816,credit_card,0.2089862759882138,4,0,40000,"Credit card product with around 20.9% APR and annual fee 0 USD, designed for everyday spending."
1817,installment_loan,0.1603723375582753,3,0,60000,"Installment loan with approximately 16.0% APR and annual fee 0 USD, suitable for medium to large purchases."
1818,insurance,0.0,2,25,80000,Insurance policy product providing financial protection against unexpected events.
1819,installment_loan,0.1409319650055894,3,25,20000,"Installment loan with approximately 14.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1820,savings_account,0.0192958061758732,1,0,20000,"Savings account offering about 1.93% interest rate, ideal for low-risk savings and emergency funds."
1821,savings_account,0.0,1,25,40000,"Savings account offering about -0.02% interest rate, ideal for low-risk savings and emergency funds."
1822,insurance,0.0021968398987665,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1823,credit_card,0.1970247501896357,4,0,40000,"Credit card product with around 19.7% APR and annual fee 0 USD, designed for everyday spending."
1824,installment_loan,0.152064729869618,3,25,60000,"Installment loan with approximately 15.2% APR and annual fee 25 USD, suitable for medium to large purchases."
1825,savings_account,0.0296784242088402,1,0,40000,"Savings account offering about 2.97% interest rate, ideal for low-risk savings and emergency funds."
1826,savings_account,0.0095683859250586,1,25,40000,"Savings account offering about 0.96% interest rate, ideal for low-risk savings and emergency funds."
1827,installment_loan,0.158286336626034,3,0,20000,"Installment loan with approximately 15.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1828,credit_card,0.1866449128356608,4,25,80000,"Credit card product with around 18.7% APR and annual fee 25 USD, designed for everyday spending."
1829,installment_loan,0.1686312300635121,3,0,20000,"Installment loan with approximately 16.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1830,insurance,0.011576031935819,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1831,installment_loan,0.1590346073418329,3,0,20000,"Installment loan with approximately 15.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1832,savings_account,0.009879870234375,1,50,40000,"Savings account offering about 0.99% interest rate, ideal for low-risk savings and emergency funds."
1833,installment_loan,0.146161843080129,3,0,80000,"Installment loan with approximately 14.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1834,installment_loan,0.1556158991616941,3,50,60000,"Installment loan with approximately 15.6% APR and annual fee 50 USD, suitable for medium to large purchases."
1835,installment_loan,0.1421799495871692,3,0,60000,"Installment loan with approximately 14.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1836,credit_card,0.2022772285687704,4,25,60000,"Credit card product with around 20.2% APR and annual fee 25 USD, designed for everyday spending."
1837,installment_loan,0.131734520775238,3,25,40000,"Installment loan with approximately 13.2% APR and annual fee 25 USD, suitable for medium to large purchases."
1838,savings_account,0.0139248499657118,1,25,60000,"Savings account offering about 1.39% interest rate, ideal for low-risk savings and emergency funds."
1839,savings_account,0.0227824435093966,1,0,80000,"Savings account offering about 2.28% interest rate, ideal for low-risk savings and emergency funds."
1840,insurance,0.0044354749376564,2,50,60000,Insurance policy product providing financial protection against unexpected events.
1841,installment_loan,0.1322266454326881,3,0,80000,"Installment loan with approximately 13.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1842,savings_account,0.0,1,25,60000,"Savings account offering about -0.04% interest rate, ideal for low-risk savings and emergency funds."
1843,credit_card,0.1951878025934064,4,100,60000,"Credit card product with around 19.5% APR and annual fee 100 USD, designed for everyday spending."
1844,credit_card,0.1937317464116388,4,0,60000,"Credit card product with around 19.4% APR and annual fee 0 USD, designed for everyday spending."
1845,insurance,0.0,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1846,installment_loan,0.1385150121576346,3,0,80000,"Installment loan with approximately 13.9% APR and annual fee 0 USD, suitable for medium to large purchases."
1847,savings_account,0.0301671103004654,1,25,80000,"Savings account offering about 3.02% interest rate, ideal for low-risk savings and emergency funds."
1848,installment_loan,0.1517662689339404,3,0,60000,"Installment loan with approximately 15.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1849,credit_card,0.2103416380522028,4,0,80000,"Credit card product with around 21.0% APR and annual fee 0 USD, designed for everyday spending."
1850,installment_loan,0.1489443148519044,3,50,20000,"Installment loan with approximately 14.9% APR and annual fee 50 USD, suitable for medium to large purchases."
1851,savings_account,0.0150581797521481,1,0,20000,"Savings account offering about 1.51% interest rate, ideal for low-risk savings and emergency funds."
1852,savings_account,0.0222332706625398,1,50,40000,"Savings account offering about 2.22% interest rate, ideal for low-risk savings and emergency funds."
1853,credit_card,0.2096308228314503,4,50,60000,"Credit card product with around 21.0% APR and annual fee 50 USD, designed for everyday spending."
1854,savings_account,0.0127771321141555,1,100,80000,"Savings account offering about 1.28% interest rate, ideal for low-risk savings and emergency funds."
1855,savings_account,0.0177509407587286,1,25,60000,"Savings account offering about 1.78% interest rate, ideal for low-risk savings and emergency funds."
1856,installment_loan,0.1421284089211187,3,25,80000,"Installment loan with approximately 14.2% APR and annual fee 25 USD, suitable for medium to large purchases."
1857,insurance,0.0,2,25,60000,Insurance policy product providing financial protection against unexpected events.
1858,installment_loan,0.1781454297928495,3,0,80000,"Installment loan with approximately 17.8% APR and annual fee 0 USD, suitable for medium to large purchases."
1859,insurance,0.0102037953664728,2,25,20000,Insurance policy product providing financial protection against unexpected events.
1860,savings_account,0.018307256445637,1,25,60000,"Savings account offering about 1.83% interest rate, ideal for low-risk savings and emergency funds."
1861,insurance,0.000777788211296,2,50,60000,Insurance policy product providing financial protection against unexpected events.
1862,credit_card,0.1929585159913077,4,0,20000,"Credit card product with around 19.3% APR and annual fee 0 USD, designed for everyday spending."
1863,installment_loan,0.1408160068308157,3,0,40000,"Installment loan with approximately 14.1% APR and annual fee 0 USD, suitable for medium to large purchases."
1864,insurance,0.0,2,0,60000,Insurance policy product providing financial protection against unexpected events.
1865,installment_loan,0.1337427131239031,3,0,20000,"Installment loan with approximately 13.4% APR and annual fee 0 USD, suitable for medium to large purchases."
1866,savings_account,0.0159091291715159,1,0,60000,"Savings account offering about 1.59% interest rate, ideal for low-risk savings and emergency funds."
1867,insurance,0.0,2,25,40000,Insurance policy product providing financial protection against unexpected events.
1868,credit_card,0.1919370532130829,4,50,80000,"Credit card product with around 19.2% APR and annual fee 50 USD, designed for everyday spending."
1869,credit_card,0.1801536583094633,4,0,80000,"Credit card product with around 18.0% APR and annual fee 0 USD, designed for everyday spending."
1870,installment_loan,0.1664181128931615,3,0,80000,"Installment loan with approximately 16.6% APR and annual fee 0 USD, suitable for medium to large purchases."
1871,credit_card,0.2015576575240003,4,0,40000,"Credit card product with around 20.2% APR and annual fee 0 USD, designed for everyday spending."
1872,credit_card,0.1892484610349603,4,50,40000,"Credit card product with around 18.9% APR and annual fee 50 USD, designed for everyday spending."
1873,savings_account,0.0241803320391803,1,0,80000,"Savings account offering about 2.42% interest rate, ideal for low-risk savings and emergency funds."
1874,credit_card,0.1981653761299387,4,0,60000,"Credit card product with around 19.8% APR and annual fee 0 USD, designed for everyday spending."
1875,savings_account,0.029917379222156,1,0,60000,"Savings account offering about 2.99% interest rate, ideal for low-risk savings and emergency funds."
1876,savings_account,0.0126846840853099,1,25,20000,"Savings account offering about 1.27% interest rate, ideal for low-risk savings and emergency funds."
1877,insurance,0.0,2,50,20000,Insurance policy product providing financial protection against unexpected events.
1878,installment_loan,0.1616462063812088,3,0,20000,"Installment loan with approximately 16.2% APR and annual fee 0 USD, suitable for medium to large purchases."
1879,installment_loan,0.1513803337680514,3,25,20000,"Installment loan with approximately 15.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1880,installment_loan,0.1573083805530885,3,50,80000,"Installment loan with approximately 15.7% APR and annual fee 50 USD, suitable for medium to large purchases."
1881,installment_loan,0.162748668388808,3,100,20000,"Installment loan with approximately 16.3% APR and annual fee 100 USD, suitable for medium to large purchases."
1882,insurance,0.0230512195837062,2,0,80000,Insurance policy product providing financial protection against unexpected events.
1883,savings_account,0.0155415891281048,1,25,20000,"Savings account offering about 1.55% interest rate, ideal for low-risk savings and emergency funds."
1884,savings_account,0.0386811917505219,1,0,20000,"Savings account offering about 3.87% interest rate, ideal for low-risk savings and emergency funds."
1885,credit_card,0.1968241497808533,4,0,80000,"Credit card product with around 19.7% APR and annual fee 0 USD, designed for everyday spending."
1886,installment_loan,0.1514162445054263,3,25,80000,"Installment loan with approximately 15.1% APR and annual fee 25 USD, suitable for medium to large purchases."
1887,credit_card,0.2172321012345744,4,0,40000,"Credit card product with around 21.7% APR and annual fee 0 USD, designed for everyday spending."
1888,installment_loan,0.1554492386092646,3,100,80000,"Installment loan with approximately 15.5% APR and annual fee 100 USD, suitable for medium to large purchases."
1889,savings_account,0.0127460713444922,1,0,20000,"Savings account offering about 1.27% interest rate, ideal for low-risk savings and emergency funds."
1890,credit_card,0.1975619565985132,4,100,80000,"Credit card product with around 19.8% APR and annual fee 100 USD, designed for everyday spending."
1891,installment_loan,0.1423358510583309,3,25,60000,"Installment loan with approximately 14.2% APR and annual fee 25 USD, suitable for medium to large purchases."
